momento de captura,rango de edad,industria,salario anual,compensaciones extra anuales,moneda,otra moneda,pais,estado us,ciudad,experiencia total,experiencia especifica,nivel educativo,genero,etnia
27/04/2021 11:06:17,25-34,Education (Higher Education),52000,,USD,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:06:17,45-54,Property or Construction,75500,5000.0,USD,,United States of America,Florida,Northeast Florida,21 - 30 years,11 - 20 years,Some college,Woman,White
27/04/2021 11:06:17,25-34,"Marketing, Advertising & PR",57000,0.0,USD,,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:06:20,25-34,Nonprofits,83200,,USD,,USA,District of Columbia,Washington DC,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:06:21,18-24,"Marketing, Advertising & PR",77500,,USD,,United States,New York,New York City ,2 - 4 years,2 - 4 years,College degree,Woman,"Black or African American, White"
27/04/2021 11:06:23,35-44,Retail,31200,,USD,,US,Florida,Altamonte Springs,11 - 20 years,1 year or less,College degree,Woman,White
27/04/2021 11:06:23,25-34,Health care,31000,1000.0,GBP,,UK,,Brighton,2 - 4 years,1 year or less,Master's degree,Woman,White
27/04/2021 11:06:24,35-44,"Marketing, Advertising & PR",215000,10000.0,USD,,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here or prefer not to answer
27/04/2021 11:06:24,25-34,Academic Medicine ,55000,2500.0,USD,,USA,Illinois,Chicago,8 - 10 years,5-7 years,College degree,Man,White
27/04/2021 11:06:24,45-54,Law,220000,0.0,USD,,US,California,San Francisco,11 - 20 years,11 - 20 years,PhD,Woman,Asian or Asian American
27/04/2021 11:06:26,25-34,Retail,100000,,USD,,US,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:06:26,25-34,Computing or Tech,80000,,USD,,United States of America,,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:06:27,35-44,Education (Higher Education),63000,2000.0,USD,,United States ,Texas,El Paso,11 - 20 years,8 - 10 years,,Woman,"Hispanic, Latino, or Spanish origin"
27/04/2021 11:06:27,25-34,Education (Higher Education),52500,,USD,,U.S.,North Carolina,Research Triangle region,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:06:31,25-34,Media & Digital,36000,0.0,EUR,,France,,Lyon,2 - 4 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:06:31,25-34,"Accounting, Banking & Finance",94000,,USD,,Usa,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:06:33,25-34,Engineering or Manufacturing,57000,0.0,USD,,USA,Washington,Seattle,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:06:34,35-44,Computing or Tech,83000,8000.0,USD,,United States,California,San Diego,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 11:06:35,35-44,Nonprofits,90000,0.0,USD,,USA,District of Columbia,"Washington, DC",11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:06:36,35-44,Hospitality & Events,66950,0.0,USD,,USA,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 11:06:36,25-34,Government and Public Administration,76000,0.0,USD,,USA,California,Merced,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
27/04/2021 11:06:37,25-34,Engineering or Manufacturing,52000,6000.0,GBP,,UK,,Aberdeen,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:06:39,25-34,Nonprofits,70000,5000.0,USD,,United States,Pennsylvania,Pittsburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:06:39,25-34,Education (Higher Education),60000,2500.0,USD,,USA,,Birmingham,2 - 4 years,2 - 4 years,PhD,Non-binary,White
27/04/2021 11:06:40,35-44,Engineering or Manufacturing,80000,0.0,USD,,United States,Nebraska,Omaha,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:06:40,35-44,Nonprofits,70000,0.0,USD,,US,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:06:41,25-34,Education (Higher Education),34299,,USD,,US,Maine,Gorham/Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:06:42,25-34,Computing or Tech,90000,0.0,GBP,,United Kingdom,,London,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:06:44,35-44,Education (Higher Education),50000,0.0,USD,,US,New York,Westchester/NYC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:06:45,35-44,Hospitality & Events,85000,0.0,USD,,United States,New York,New York City,11 - 20 years,5-7 years,College degree,Woman,White
27/04/2021 11:06:48,35-44,Retail,87000,15000.0,USD,,US,California,San Jose,8 - 10 years,2 - 4 years,High School,Woman,White
27/04/2021 11:06:50,35-44,Law,125000,,USD,,United States,District of Columbia,"Washington, DC",11 - 20 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:06:50,35-44,Commercial Real Estate ,55000,5000.0,USD,,United States,Texas,Dallas,11 - 20 years,5-7 years,Some college,Woman,White
27/04/2021 11:06:50,55-64,Law,275000,0.0,USD,,United States,Minnesota,Minneapolis,31 - 40 years,31 - 40 years,Master's degree,Woman,White
27/04/2021 11:06:50,25-34,Pet care industry (dog training/walking),48500,,USD,,USA,Massachusetts,Boston,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
27/04/2021 11:06:51,35-44,Engineering or Manufacturing,139000,9000.0,USD,,United states,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:06:52,25-34,Law,54080,500.0,USD,,United States,Michigan,Grandville,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:06:53,35-44,Insurance,170000,30000.0,USD,,USA,,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:06:53,25-34,"Marketing, Advertising & PR",60000,,CAD,,Canada,,Remote Worker,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:06:54,45-54,Education (Primary/Secondary),70000,1000.0,USD,,USA,Texas,Houston,21 - 30 years,11 - 20 years,Master's degree,Man,White
27/04/2021 11:06:56,25-34,Nonprofits,53000,0.0,USD,,United States,District of Columbia,Washington,5-7 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:06:57,35-44,Health care,82160,,USD,,United States,Wisconsin,Eau Claire,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:06:58,25-34,Recruitment or HR,71000,,USD,,United states,New York,buffalo,11 - 20 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:06:58,18-24,Engineering or Manufacturing,25700,0.0,USD,,USA,Indiana,West Lafayette,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
27/04/2021 11:06:59,25-34,Politics,105000,0.0,USD,,United States,,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:07:00,35-44,Education (Higher Education),77000,,USD,,United States,Pennsylvania,Philadelphia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:00,35-44,Health care,50000,,USD,,USA,Arizona,Phoenix,11 - 20 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:00,25-34,University administration,25217,,GBP,,Scotland,,Glasgow,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:02,25-34,Government and Public Administration,31616,,USD,,USA,Georgia,Too identifiable,5-7 years,2 - 4 years,College degree,Non-binary,White
27/04/2021 11:07:04,35-44,Government and Public Administration,95000,2000.0,USD,,USA,New York,New York,11 - 20 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:07:04,18-24,Business or Consulting,62000,,USD,,United States,Massachusetts,Braintree,1 year or less,1 year or less,College degree,Woman,White
27/04/2021 11:07:07,35-44,Animal Health Product Manufacturing,75000,7500.0,USD,,United States,Indiana,Clinton,11 - 20 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:07:07,25-34,Education (Primary/Secondary),71000,,USD,,United States ,New York,New York ,5-7 years,5-7 years,College degree,Non-binary,White
27/04/2021 11:07:07,45-54,Computing or Tech,88000,,USD,,USA,North Carolina,Raleigh,21 - 30 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:07,25-34,Property or Construction,31500,0.0,USD,,United States,South Carolina,Columbia,8 - 10 years,2 - 4 years,College degree,Woman,"Asian or Asian American, White"
27/04/2021 11:07:08,25-34,Health care,76000,,USD,,USA,Massachusetts,Woburn,5-7 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:07:08,35-44,Health care,165000,30000.0,USD,,USA ,Massachusetts,Boston ,21 - 30 years,21 - 30 years,College degree,Non-binary,White
27/04/2021 11:07:09,25-34,"Accounting, Banking & Finance",45760,0.0,USD,,United States,California,Anaheim,11 - 20 years,2 - 4 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
27/04/2021 11:07:09,25-34,"Marketing, Advertising & PR",86000,0.0,USD,,United States,Florida,Orlando,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:10,25-34,Engineering or Manufacturing,78240,0.0,CAD,,Canada,,Calgary,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:11,25-34,Education (Higher Education),56000,0.0,USD,,United States,Wisconsin,Appleton,8 - 10 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:12,35-44,Sales,23050,,GBP,,England,,London,11 - 20 years,8 - 10 years,,Woman,White
27/04/2021 11:07:12,25-34,Educational Technology - hybrid between book publishing and technology really,67000,2000.0,USD,,United States,Minnesota,Bloomington,8 - 10 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:07:13,25-34,Law,125000,,USD,,United states ,Tennessee,Chattanooga,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:13,25-34,Property or Construction,55000,0.0,USD,,USA ,Florida,Jacksonville,5-7 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:07:13,35-44,Computing or Tech,125000,50000.0,USD,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:07:14,25-34,Health care,60000,,USD,,United States,Tennessee,Memphis,8 - 10 years,2 - 4 years,College degree,Woman,White
27/04/2021 11:07:16,25-34,Law,190000,,USD,,USA,Massachusetts,Boston,1 year or less,1 year or less,Master's degree,Woman,White
27/04/2021 11:07:17,45-54,Utilities & Telecommunications,60320,0.0,USD,,USA,Pennsylvania,Pittsburgh,21 - 30 years,8 - 10 years,Some college,Woman,White
27/04/2021 11:07:17,35-44,Pharmaceuticals,125000,18750.0,USD,,United States,North Carolina,Durham,5-7 years,2 - 4 years,PhD,Woman,White
27/04/2021 11:07:17,45-54,Education (Primary/Secondary),94000,,USD,,United States,Connecticut,Stamford,21 - 30 years,21 - 30 years,PhD,Woman,White
27/04/2021 11:07:17,25-34,Health care,98000,0.0,CAD,,Canada,,Rural Ontario,8 - 10 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:07:18,35-44,Government and Public Administration,49000,0.0,USD,,United States,Oregon,Newport,11 - 20 years,11 - 20 years,Some college,Woman,White
27/04/2021 11:07:21,35-44,Nonprofits,120000,0.0,USD,,United States of America,California,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:07:21,25-34,Education (Higher Education),28000,0.0,USD,,United States,New Jersey,New Brunswick,2 - 4 years,2 - 4 years,Master's degree,Non-binary,White
27/04/2021 11:07:21,55-64,Recruitment or HR,135000,,USD,,United States,Illinois,"Chicago area mostly, but also the US and Canada",31 - 40 years,31 - 40 years,College degree,Woman,White
27/04/2021 11:07:22,35-44,Education (Higher Education),40575,0.0,USD,,USA,Washington,Spokane,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:07:22,25-34,Nonprofits,75500,0.0,USD,,US,North Carolina,Durham,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:07:23,25-34,"Marketing, Advertising & PR",115000,12000.0,USD,,US,Pennsylvania,Philadelphia,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:23,35-44,Government and Public Administration,70000,,USD,,USA,Massachusetts,Greater Boston area,8 - 10 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:23,25-34,Computing or Tech,110000,1400.0,USD,,United States,Illinois,Chicago (remote) ,5-7 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:26,18-24,Agriculture or Forestry,29000,0.0,USD,,US,South Dakota,Rapid City,1 year or less,1 year or less,Some college,Woman,White
27/04/2021 11:07:26,55-64,"Marketing, Advertising & PR",61000,,USD,,USA,Illinois,Mount Prospect,31 - 40 years,31 - 40 years,College degree,Woman,White
27/04/2021 11:07:26,55-64,Nonprofits,47250,0.0,USD,,USA,West Virginia,"Huntington (remote, HQ is in Charleston)",11 - 20 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:28,35-44,Engineering or Manufacturing,96000,4000.0,USD,,USA,Minnesota,St. Paul,11 - 20 years,11 - 20 years,Some college,Man,White
27/04/2021 11:07:28,35-44,Computing or Tech,260000,0.0,EUR,,Germany,,Düsseldorf,21 - 30 years,11 - 20 years,High School,Non-binary,White
27/04/2021 11:07:28,35-44,Nonprofits,45000,,USD,,United States,Pennsylvania,Scranton,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:07:28,25-34,Philanthropy,72000,0.0,USD,,United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,Master's degree,Woman,White
27/04/2021 11:07:30,25-34,Government and Public Administration,78167,,USD,,United States,District of Columbia,"Washington, DC",5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:31,25-34,"Accounting, Banking & Finance",132500,55000.0,USD,,United States,New York,New York City,8 - 10 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:07:32,45-54,Computing or Tech,124000,0.0,USD,,US,Tennessee,Remote,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 11:07:33,45-54,"Marketing, Advertising & PR",108000,0.0,USD,,USA,Minnesota,Minneapolis,21 - 30 years,21 - 30 years,College degree,Man,White
27/04/2021 11:07:33,35-44,"Accounting, Banking & Finance",110000,5000.0,USD,,US,North Carolina,Charlotte ,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:35,35-44,Education (Higher Education),83000,,USD,,United States,Arizona,Flagstaff,11 - 20 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:36,25-34,Engineering or Manufacturing,110000,14000.0,USD,,USA,,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
27/04/2021 11:07:36,25-34,Education (Higher Education),45000,,USD,,United States,Illinois,Carlinville,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:37,25-34,Government and Public Administration,91000,2000.0,USD,,United States,District of Columbia,Washington,11 - 20 years,5-7 years,PhD,Woman,White
27/04/2021 11:07:38,35-44,Engineering or Manufacturing,117000,17550.0,USD,,USA,Minnesota,Chaska,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:40,45-54,Insurance,59000,7000.0,USD,,USA,,"Omaha, NE",21 - 30 years,21 - 30 years,Some college,Woman,White
27/04/2021 11:07:40,35-44,Education (Higher Education),71697,0.0,USD,,USA,Pennsylvania,Philadelphia,8 - 10 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:40,45-54,Real Estate,90000,9000.0,USD,,United States,California,Sacramento,31 - 40 years,21 - 30 years,Some college,Woman,White
27/04/2021 11:07:40,35-44,Education (Higher Education),120000,,USD,,USA,Massachusetts,Western Mass,11 - 20 years,11 - 20 years,College degree,Woman,White
27/04/2021 11:07:41,25-34,Education (Higher Education),52000,0.0,USD,,USA,New York,New York,5-7 years,5-7 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin"
27/04/2021 11:07:41,25-34,Property or Construction,61500,,CAD,,Canada,,Calgary,8 - 10 years,8 - 10 years,Some college,Woman,White
27/04/2021 11:07:41,35-44,Transport or Logistics,80000,5000.0,USD,,USA,New York,New York ,21 - 30 years,21 - 30 years,High School,Woman,White
27/04/2021 11:07:42,25-34,Transport or Logistics,56000,0.0,USD,,United States,Illinois,Joliet,8 - 10 years,5-7 years,Some college,Woman,White
27/04/2021 11:07:43,45-54,Engineering or Manufacturing,47840,2000.0,USD,,USA,California,Shingle Springs,21 - 30 years,21 - 30 years,College degree,Man,"Asian or Asian American, White"
27/04/2021 11:07:43,45-54,Consulting,150000,20000.0,USD,,US,Florida,Plant City,21 - 30 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:44,45-54,Computing or Tech,150000,0.0,USD,,United States,Massachusetts,Boston,21 - 30 years,21 - 30 years,Master's degree,Woman,White
27/04/2021 11:07:44,45-54,Environmental Consulting,105000,5000.0,USD,,United States,Georgia,Atlanta,21 - 30 years,21 - 30 years,PhD,Woman,White
27/04/2021 11:07:45,25-34,"Accounting, Banking & Finance",100000,5000.0,USD,,United States,New York,NYC,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
27/04/2021 11:07:45,35-44,Engineering or Manufacturing,97500,8000.0,USD,,USA,Illinois,Lisle,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
27/04/2021 11:07:45,25-34,"Accounting, Banking & Finance",100000,50000.0,USD,,US,Texas,Dallas,5-7 years,5-7 years,College degree,Man,White
27/04/2021 11:07:46,45-54,Health care,125000,0.0,USD,,United States,Massachusetts,Salem,21 - 30 years,8 - 10 years,College degree,Woman,White
27/04/2021 11:07:46,35-44,Government and Public Administration,63000,0.0,USD,,USA,Wisconsin,Platteville,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:47,25-34,Sales,50000,50000.0,GBP,,United Kingdom ,,Remote (live in Nottingham),8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:49,35-44,Archaeology / Cultural Resource Management,79000,1000.0,USD,,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
27/04/2021 11:07:49,25-34,Museum,52000,0.0,USD,,United States,Maryland,Suitland,5-7 years,2 - 4 years,Master's degree,Man,White
27/04/2021 11:07:50,25-34,Government and Public Administration,109000,3000.0,USD,,U.S.,Maryland,Suitland,5-7 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:53,45-54,Education (Higher Education),54000,0.0,GBP,,UK ,,London,21 - 30 years,21 - 30 years,PhD,Woman,White
27/04/2021 11:07:53,45-54,Media & Digital,120000,0.0,USD,,USA,Georgia,Atlanta,21 - 30 years,21 - 30 years,Master's degree,Woman,Black or African American
27/04/2021 11:07:55,25-34,Education (Higher Education),40613,0.0,GBP,,United Kingdom,,London,8 - 10 years,5-7 years,College degree,Woman,White
27/04/2021 11:07:56,35-44,Public library,70000,2400.0,USD,,United States,New York,New York,11 - 20 years,5-7 years,Master's degree,Woman,White
27/04/2021 11:07:57,35-44,Biotech,110000,2500.0,USD,,USA,Maryland,Rockville,11 - 20 years,11 - 20 years,College degree,Woman,White
